legacy_batch_source,new_stage_batch,source_file,legacy_table_name,record_key,legacy_dedupe_key,target_schema,target_table,migration_priority,payload_kind,title_or_key,planned_batch08_action
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,فتح القدير لابن الهمام - كتاب الوقف,4ab15c2ea55473b6,assistant,knowledge_documents,P1,legacy_sql_insert_row,فتح القدير لابن الهمام - كتاب الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,فتاوى الوقف - سليمان الجاسر,99bfdcd9ffbeb682,assistant,knowledge_documents,P1,legacy_sql_insert_row,فتاوى الوقف - سليمان الجاسر,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,مجموع فتاوى ابن تيمية - كتاب الوقف,2fb03118e81a01b2,assistant,knowledge_documents,P1,legacy_sql_insert_row,مجموع فتاوى ابن تيمية - كتاب الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,تعليمات لجان رعاية المساجد رقم (2) لسنة 2023م,0f2c48e616218a98,assistant,knowledge_documents,P1,legacy_sql_insert_row,تعليمات لجان رعاية المساجد رقم (2) لسنة 2023م,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,قرار بقانون رقم (2) لسنة 2023م بشأن تعديل قانون الأوقاف,1b57cb0c82e25a5a,assistant,knowledge_documents,P1,legacy_sql_insert_row,قرار بقانون رقم (2) لسنة 2023م بشأن تعديل قانون الأوقاف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,مهام وزارة الأوقاف والشؤون الدينية الفلسطينية,c1836e4fe9ee0bfc,assistant,knowledge_documents,P1,legacy_sql_insert_row,مهام وزارة الأوقاف والشؤون الدينية الفلسطينية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,نظام الوقف الذري في فلسطين,a3eb47b1ca468f6c,assistant,knowledge_documents,P1,legacy_sql_insert_row,نظام الوقف الذري في فلسطين,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,تاريخ إدارة الأوقاف في فلسطين,760a858813005ee5,assistant,knowledge_documents,P1,legacy_sql_insert_row,تاريخ إدارة الأوقاف في فلسطين,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,الوقف على المسجد الأقصى,de369f6ac4c74738,assistant,knowledge_documents,P1,legacy_sql_insert_row,الوقف على المسجد الأقصى,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,حجة وقف مصطفى آغا (1821م),577a991ad277286f,assistant,knowledge_documents,P1,legacy_sql_insert_row,حجة وقف مصطفى آغا (1821م),stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,الحجج الوقفية في سجلات محكمة القدس الشرعية (القرن 11 هـ),54d18e12c9c67c1b,assistant,knowledge_documents,P1,legacy_sql_insert_row,الحجج الوقفية في سجلات محكمة القدس الشرعية (القرن 11 هـ),stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,أرشيفات القدس الإسلامية - مصادر لمسألة الوقف,50f43cad14001d55,assistant,knowledge_documents,P1,legacy_sql_insert_row,أرشيفات القدس الإسلامية - مصادر لمسألة الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,أقدم وقف موثق في العالم (القرن 9 الميلادي),adf5bf008ffb1712,assistant,knowledge_documents,P1,legacy_sql_insert_row,أقدم وقف موثق في العالم (القرن 9 الميلادي),stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,إدارة الأوقاف في عهد الانتداب البريطاني,99ca41e3ca15269c,assistant,knowledge_documents,P1,legacy_sql_insert_row,إدارة الأوقاف في عهد الانتداب البريطاني,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/final-import.sql,knowledge_documents,الإشراف المعاصر على العقارات الوقفية,7b25d12886494653,assistant,knowledge_documents,P1,legacy_sql_insert_row,الإشراف المعاصر على العقارات الوقفية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,قانون الأراضي العثماني - المادة 1: تعريف الأراضي,5ca982de7ed9bed5,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأراضي العثماني - المادة 1: تعريف الأراضي,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,قانون الأراضي العثماني - المادة 3: الأراضي الأميرية,98ad6fd282e0a9f0,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأراضي العثماني - المادة 3: الأراضي الأميرية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,قانون الأراضي العثماني - المادة 12: وقف الأراضي الأميرية,ec0d36e980ecec5f,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأراضي العثماني - المادة 12: وقف الأراضي الأميرية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,مجلة الأحكام العدلية - المادة 1: تعريف الوقف,a6a23851fa013e18,assistant,knowledge_documents,P1,legacy_sql_insert_row,مجلة الأحكام العدلية - المادة 1: تعريف الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,مجلة الأحكام العدلية - المادة 5: شروط صحة الوقف,ff63dc86caed47f8,assistant,knowledge_documents,P1,legacy_sql_insert_row,مجلة الأحكام العدلية - المادة 5: شروط صحة الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,قانون الأوقاف الأردني رقم 23 لسنة 1964 - المادة 1: التعاريف,671af1b6e5c937fd,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأوقاف الأردني رقم 23 لسنة 1964 - المادة 1: التعاريف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,قانون الأوقاف الأردني - المادة 10: إدارة الأوقاف,b10ca39aa871cf09,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأوقاف الأردني - المادة 10: إدارة الأوقاف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,قانون الأراضي العثماني - المادة 4: الأراضي الموقوفة,b81abf059830d0a0,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأراضي العثماني - المادة 4: الأراضي الموقوفة,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,قانون الأراضي العثماني - المادة 36: حقوق المتولي,7763d4d8c6d843bb,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأراضي العثماني - المادة 36: حقوق المتولي,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_01.sql,knowledge_documents,مجلة الأحكام العدلية - المادة 2: أركان الوقف,6797ff0a9beb0c3d,assistant,knowledge_documents,P1,legacy_sql_insert_row,مجلة الأحكام العدلية - المادة 2: أركان الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,مجلة الأحكام العدلية - المادة 3: شروط الواقف,fca9e59de139228f,assistant,knowledge_documents,P1,legacy_sql_insert_row,مجلة الأحكام العدلية - المادة 3: شروط الواقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,مجلة الأحكام العدلية - المادة 6: استبدال الوقف,493d7b46aca17b0e,assistant,knowledge_documents,P1,legacy_sql_insert_row,مجلة الأحكام العدلية - المادة 6: استبدال الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,قانون الأوقاف الأردني - المادة 2: تعريف الوقف الخيري,0c345fe607f576ca,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأوقاف الأردني - المادة 2: تعريف الوقف الخيري,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,قانون الأوقاف الأردني - المادة 3: الوقف الذري,543506fb22e01416,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأوقاف الأردني - المادة 3: الوقف الذري,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,قانون الأوقاف الأردني - المادة 15: صلاحيات المتولي,ca7b4b16317cfde4,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأوقاف الأردني - المادة 15: صلاحيات المتولي,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,قانون الأوقاف الأردني - المادة 20: الإشراف على الأوقاف,4c21ce3e5001d5af,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأوقاف الأردني - المادة 20: الإشراف على الأوقاف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,قرار بقانون رقم 1 لسنة 2018 - المادة 2: أهداف الوزارة,4afba16d4f4d7456,assistant,knowledge_documents,P1,legacy_sql_insert_row,قرار بقانون رقم 1 لسنة 2018 - المادة 2: أهداف الوزارة,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,قرار بقانون 2018 - المادة 5: المجلس الأعلى للأوقاف,6a4d9e56e39676ae,assistant,knowledge_documents,P1,legacy_sql_insert_row,قرار بقانون 2018 - المادة 5: المجلس الأعلى للأوقاف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,قرار بقانون 2018 - المادة 10: حماية الأوقاف,7f6bc1eaf2831157,assistant,knowledge_documents,P1,legacy_sql_insert_row,قرار بقانون 2018 - المادة 10: حماية الأوقاف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_02.sql,knowledge_documents,الفقه الحنفي - تعريف الوقف,c8a3f4970349e51b,assistant,knowledge_documents,P1,legacy_sql_insert_row,الفقه الحنفي - تعريف الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,الفقه الحنفي - شروط صحة الوقف,2143f08cbd3b216f,assistant,knowledge_documents,P1,legacy_sql_insert_row,الفقه الحنفي - شروط صحة الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,الفقه الحنفي - وقف المنقول,735b0f1054524f8e,assistant,knowledge_documents,P1,legacy_sql_insert_row,الفقه الحنفي - وقف المنقول,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,الفقه الحنفي - استبدال الوقف,4c115b3a8ea5e98f,assistant,knowledge_documents,P1,legacy_sql_insert_row,الفقه الحنفي - استبدال الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,أوقاف القدس التاريخية - المسجد الأقصى,5bb0740e26983f49,assistant,knowledge_documents,P1,legacy_sql_insert_row,أوقاف القدس التاريخية - المسجد الأقصى,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,أوقاف القدس - الأوقاف الصلاحية,0ac7cbf6ccc70189,assistant,knowledge_documents,P1,legacy_sql_insert_row,أوقاف القدس - الأوقاف الصلاحية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,أوقاف القدس - الزوايا والتكايا,6640bf2b501035fd,assistant,knowledge_documents,P1,legacy_sql_insert_row,أوقاف القدس - الزوايا والتكايا,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,أوقاف القدس - المدارس الوقفية,4d8591cdec949bde,assistant,knowledge_documents,P1,legacy_sql_insert_row,أوقاف القدس - المدارس الوقفية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,قانون أملاك الغائبين الإسرائيلي 1950 - التعريف,5af7de2ee224ecf9,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون أملاك الغائبين الإسرائيلي 1950 - التعريف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,قانون أملاك الغائبين - الأوقاف,c488d4a9a5a81c79,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون أملاك الغائبين - الأوقاف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_03.sql,knowledge_documents,الانتداب البريطاني - قانون الأوقاف 1922,7fd04f9f373967b3,assistant,knowledge_documents,P1,legacy_sql_insert_row,الانتداب البريطاني - قانون الأوقاف 1922,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,المجلس الإسلامي الأعلى - الصلاحيات,c385a102abdd3bc2,assistant,knowledge_documents,P1,legacy_sql_insert_row,المجلس الإسلامي الأعلى - الصلاحيات,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,الحاج أمين الحسيني - رئيس المجلس الإسلامي,93f1fe9c9d89c07f,assistant,knowledge_documents,P1,legacy_sql_insert_row,الحاج أمين الحسيني - رئيس المجلس الإسلامي,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,ترميم المسجد الأقصى - الفترة البريطانية,bea53c182b8eb108,assistant,knowledge_documents,P1,legacy_sql_insert_row,ترميم المسجد الأقصى - الفترة البريطانية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,الأوقاف في الضفة الغربية - الإدارة الأردنية,9130647d4aed68e0,assistant,knowledge_documents,P1,legacy_sql_insert_row,الأوقاف في الضفة الغربية - الإدارة الأردنية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,الأوقاف بعد 1967 - الاحتلال الإسرائيلي,365b053f12379060,assistant,knowledge_documents,P1,legacy_sql_insert_row,الأوقاف بعد 1967 - الاحتلال الإسرائيلي,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,حارة المغاربة - الهدم,958028d2b69ae72b,assistant,knowledge_documents,P1,legacy_sql_insert_row,حارة المغاربة - الهدم,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,وقف أبو مدين الغوث - القدس,176db880f1e75fc2,assistant,knowledge_documents,P1,legacy_sql_insert_row,وقف أبو مدين الغوث - القدس,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,الفقه المالكي - تعريف الوقف,58a96a7af41769b9,assistant,knowledge_documents,P1,legacy_sql_insert_row,الفقه المالكي - تعريف الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,الفقه الشافعي - تعريف الوقف,ec0db62a6031b625,assistant,knowledge_documents,P1,legacy_sql_insert_row,الفقه الشافعي - تعريف الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_04.sql,knowledge_documents,الفقه الحنبلي - تعريف الوقف,4dec5f4c941a19e6,assistant,knowledge_documents,P1,legacy_sql_insert_row,الفقه الحنبلي - تعريف الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,شروط الموقوف - الفقه الإسلامي,56c7ce138a4bcc8e,assistant,knowledge_documents,P1,legacy_sql_insert_row,شروط الموقوف - الفقه الإسلامي,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,الوقف على النفس - الخلاف الفقهي,da47cd14e3128535,assistant,knowledge_documents,P1,legacy_sql_insert_row,الوقف على النفس - الخلاف الفقهي,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,نظارة الوقف - الشروط والأحكام,9a1a88993b9c5e61,assistant,knowledge_documents,P1,legacy_sql_insert_row,نظارة الوقف - الشروط والأحكام,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,شرط الواقف - الالتزام به,e3a19c84c86c4998,assistant,knowledge_documents,P1,legacy_sql_insert_row,شرط الواقف - الالتزام به,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,الوقف المؤقت - حكمه,d195a9c02b35a000,assistant,knowledge_documents,P1,legacy_sql_insert_row,الوقف المؤقت - حكمه,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,الوقف على غير المسلمين - الحكم,7c496ed84b6885c7,assistant,knowledge_documents,P1,legacy_sql_insert_row,الوقف على غير المسلمين - الحكم,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,إحياء الوقف المتعطل - الأحكام,2af839be3e16ec9a,assistant,knowledge_documents,P1,legacy_sql_insert_row,إحياء الوقف المتعطل - الأحكام,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,الوقف الأهلي - التعريف والأحكام,27da0c21d746fdac,assistant,knowledge_documents,P1,legacy_sql_insert_row,الوقف الأهلي - التعريف والأحكام,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,الوقف المشترك - الأحكام,3c4ce9ece97451ba,assistant,knowledge_documents,P1,legacy_sql_insert_row,الوقف المشترك - الأحكام,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_05.sql,knowledge_documents,الوقف على المساجد - الفضل والأحكام,8b4392dea0b09fce,assistant,knowledge_documents,P1,legacy_sql_insert_row,الوقف على المساجد - الفضل والأحكام,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,قانون الأوقاف والشؤون الدينية رقم (26) لسنة 1966م وتعديلاته,a882a484191f7fb0,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأوقاف والشؤون الدينية رقم (26) لسنة 1966م وتعديلاته,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,قانون الأراضي العثماني 1858,aea6d755eb2dc821,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأراضي العثماني 1858,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,مجلة الأحكام العدلية - كتاب الوقف,558ae42db3ab51bd,assistant,knowledge_documents,P1,legacy_sql_insert_row,مجلة الأحكام العدلية - كتاب الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,المبسوط للسرخسي - كتاب الوقف,edb99bf89ccb5c0b,assistant,knowledge_documents,P1,legacy_sql_insert_row,المبسوط للسرخسي - كتاب الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,فتح القدير لابن الهمام - كتاب الوقف,1ec679c2ed12d337,assistant,knowledge_documents,P1,legacy_sql_insert_row,فتح القدير لابن الهمام - كتاب الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,فتاوى الوقف - سليمان الجاسر,4131b1ff53abae52,assistant,knowledge_documents,P1,legacy_sql_insert_row,فتاوى الوقف - سليمان الجاسر,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,مجموع فتاوى ابن تيمية - كتاب الوقف,2df6fb0f35362544,assistant,knowledge_documents,P1,legacy_sql_insert_row,مجموع فتاوى ابن تيمية - كتاب الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,تعليمات لجان رعاية المساجد رقم (2) لسنة 2023م,8b7983ad06d5475d,assistant,knowledge_documents,P1,legacy_sql_insert_row,تعليمات لجان رعاية المساجد رقم (2) لسنة 2023م,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,قرار بقانون رقم (2) لسنة 2023م بشأن تعديل قانون الأوقاف,74a3274b7d021430,assistant,knowledge_documents,P1,legacy_sql_insert_row,قرار بقانون رقم (2) لسنة 2023م بشأن تعديل قانون الأوقاف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_06.sql,knowledge_documents,مهام وزارة الأوقاف والشؤون الدينية الفلسطينية,32f5a92937ef16aa,assistant,knowledge_documents,P1,legacy_sql_insert_row,مهام وزارة الأوقاف والشؤون الدينية الفلسطينية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_07.sql,knowledge_documents,نظام الوقف الذري في فلسطين,49d2d2b6f5c9cca7,assistant,knowledge_documents,P1,legacy_sql_insert_row,نظام الوقف الذري في فلسطين,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_07.sql,knowledge_documents,تاريخ إدارة الأوقاف في فلسطين,b93ef629b1b28853,assistant,knowledge_documents,P1,legacy_sql_insert_row,تاريخ إدارة الأوقاف في فلسطين,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_07.sql,knowledge_documents,الوقف على المسجد الأقصى,f9619c2e7df0c65e,assistant,knowledge_documents,P1,legacy_sql_insert_row,الوقف على المسجد الأقصى,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_07.sql,knowledge_documents,حجة وقف مصطفى آغا (1821م),66a3570e11185b80,assistant,knowledge_documents,P1,legacy_sql_insert_row,حجة وقف مصطفى آغا (1821م),stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_07.sql,knowledge_documents,الحجج الوقفية في سجلات محكمة القدس الشرعية (القرن 11 هـ),e1d41aa0e53f0a6c,assistant,knowledge_documents,P1,legacy_sql_insert_row,الحجج الوقفية في سجلات محكمة القدس الشرعية (القرن 11 هـ),stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_07.sql,knowledge_documents,أرشيفات القدس الإسلامية - مصادر لمسألة الوقف,bd2b95c6569c304c,assistant,knowledge_documents,P1,legacy_sql_insert_row,أرشيفات القدس الإسلامية - مصادر لمسألة الوقف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_07.sql,knowledge_documents,أقدم وقف موثق في العالم (القرن 9 الميلادي),8f01b16bfd8f19ed,assistant,knowledge_documents,P1,legacy_sql_insert_row,أقدم وقف موثق في العالم (القرن 9 الميلادي),stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_07.sql,knowledge_documents,إدارة الأوقاف في عهد الانتداب البريطاني,fa9eb172f75e745b,assistant,knowledge_documents,P1,legacy_sql_insert_row,إدارة الأوقاف في عهد الانتداب البريطاني,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,scripts/batches/batch_07.sql,knowledge_documents,الإشراف المعاصر على العقارات الوقفية,30ba567dcb7db1fc,assistant,knowledge_documents,P1,legacy_sql_insert_row,الإشراف المعاصر على العقارات الوقفية,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,.manus/db/db-query-1765143284155.json,knowledge_documents,قانون الأوقاف والشؤون والمقدسات الإسلامية رقم (26) لسنة 1966,8f6906582322d9ab,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون الأوقاف والشؤون والمقدسات الإسلامية رقم (26) لسنة 1966,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,.manus/db/db-query-1765143284155.json,knowledge_documents,قرار بقانون رقم (2) لسنة 2023 بشأن تعديل قانون الأوقاف,fb2a885011677a98,assistant,knowledge_documents,P1,legacy_sql_insert_row,قرار بقانون رقم (2) لسنة 2023 بشأن تعديل قانون الأوقاف,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,.manus/db/db-query-1765143284155.json,knowledge_documents,قانون المالكين والمستأجرين للعقارات الوقفية رقم (5) لسنة 1964,363840fb423787d0,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون المالكين والمستأجرين للعقارات الوقفية رقم (5) لسنة 1964,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,.manus/db/db-query-1765143284155.json,knowledge_documents,قانون إعفاء الأوقاف الخيرية من الضرائب والرسوم رقم (36) لسنة 1973,ece0d01e648a3c1b,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون إعفاء الأوقاف الخيرية من الضرائب والرسوم رقم (36) لسنة 1973,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,.manus/db/db-query-1765143284155.json,knowledge_documents,نظام الأوقاف والشؤون الإسلامية رقم (142) لسنة 1966,e776e912d238f35e,assistant,knowledge_documents,P1,legacy_sql_insert_row,نظام الأوقاف والشؤون الإسلامية رقم (142) لسنة 1966,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,.manus/db/db-query-1765143284155.json,knowledge_documents,قانون تشكيل المحاكم الشرعية رقم (19) لسنة 1972,aebc9ac2683bd95a,assistant,knowledge_documents,P1,legacy_sql_insert_row,قانون تشكيل المحاكم الشرعية رقم (19) لسنة 1972,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,.manus/db/db-query-1765143284155.json,knowledge_documents,قرار بقانون رقم (3) لسنة 2012 بشأن القضاء الشرعي,7dba79a1d2136980,assistant,knowledge_documents,P1,legacy_sql_insert_row,قرار بقانون رقم (3) لسنة 2012 بشأن القضاء الشرعي,stage_all_then_promote_p1_knowledge
knowledge_batch_07,knowledge_batch_08,.manus/db/db-query-1765143284155.json,knowledge_documents,مجلة الأحكام العدلية,78f09d25ec3ce5d1,assistant,knowledge_documents,P1,legacy_sql_insert_row,مجلة الأحكام العدلية,stage_all_then_promote_p1_knowledge
